timestamp,task_id,device_id,slo_type,deadline,actual_time,violation_amount,assigned_node
2025-11-30T10:06:09.448063,device_038_000000,device_038,hard,0.10398512384046865,0.46724605560302734,0.3632609317625587,jetson1
2025-11-30T10:06:09.602156,device_092_000000,device_092,normal,0.15227392087095964,0.16109061241149902,0.008816691540539379,jetson1
2025-11-30T10:06:09.993786,device_119_000002,device_119,hard,0.0557109269893922,0.06676411628723145,0.011053189297839244,coral1
2025-11-30T10:06:11.070522,device_069_000002,device_069,hard,0.05899709933299126,0.061833858489990234,0.0028367591569989775,hailo2
2025-11-30T10:06:15.260543,device_012_000009,device_012,hard,0.0815908458284463,0.1072242259979248,0.025633380169478498,jetson1
2025-11-30T10:06:17.473657,device_044_000011,device_044,hard,0.052857020421078364,0.07563257217407227,0.0227755517529939,coral2
2025-11-30T10:06:20.007541,device_086_000024,device_086,hard,0.058142408560627024,0.06304526329040527,0.00490285472977825,hailo2
2025-11-30T10:06:20.966679,device_057_000022,device_057,hard,0.052658924729647096,0.06296539306640625,0.010306468336759154,jetson1
2025-11-30T10:06:21.084167,device_035_000019,device_035,hard,0.056568677446481135,0.07385826110839844,0.017289583661917303,hailo2
2025-11-30T10:06:21.587076,device_069_000022,device_069,hard,0.06049475715439409,0.09822726249694824,0.03773250534255415,jetson1
2025-11-30T10:06:24.103133,device_101_000020,device_101,hard,0.058962459211662634,0.07539725303649902,0.01643479382483639,jetson2
2025-11-30T10:06:26.403720,device_035_000030,device_035,normal,0.11435045725498219,0.1494922637939453,0.03514180653896312,jetson1
2025-11-30T10:06:29.096968,device_069_000031,device_069,hard,0.07257663205316382,0.07717633247375488,0.00459970042059106,hailo2
2025-11-30T10:06:30.138840,device_113_000032,device_113,hard,0.05719150549542408,0.09457850456237793,0.03738699906695385,jetson1
2025-11-30T10:06:31.655482,device_109_000037,device_109,hard,0.06885280474602933,0.07855653762817383,0.009703732882144503,jetson1
2025-11-30T10:06:32.119180,device_012_000034,device_012,hard,0.05624470237211942,0.059081315994262695,0.002836613622143276,hailo2
2025-11-30T10:06:32.692879,device_038_000034,device_038,hard,0.051771402388923485,0.05402636528015137,0.0022549628912278824,hailo2
2025-11-30T10:06:33.686273,device_069_000041,device_069,hard,0.05121528912664667,0.07638716697692871,0.02517187785028204,hailo2
2025-11-30T10:06:33.988047,device_057_000043,device_057,hard,0.06905909187222802,0.07521653175354004,0.006157439881312024,jetson2
2025-11-30T10:06:34.902691,device_111_000038,device_111,hard,0.05303265849214779,0.0757744312286377,0.022741772736489904,hailo2
2025-11-30T10:06:36.499359,device_035_000050,device_035,hard,0.06288130089860072,0.07558631896972656,0.01270501807112584,hailo2
2025-11-30T10:06:38.198619,device_012_000049,device_012,hard,0.07742894821351598,0.09786128997802734,0.020432341764511364,jetson1
2025-11-30T10:06:38.384489,device_111_000046,device_111,hard,0.06473127677275006,0.08177065849304199,0.01703938172029193,hailo2
2025-11-30T10:06:40.368144,device_088_000045,device_088,hard,0.08208925790766204,0.08280348777770996,0.0007142298700479194,hailo2
2025-11-30T10:06:48.241569,device_088_000061,device_088,hard,0.05127625959578766,0.05405783653259277,0.0027815769368051135,hailo2
2025-11-30T10:06:49.696475,device_012_000076,device_012,hard,0.07612056590015362,0.09797787666320801,0.02185731076305439,jetson1
2025-11-30T10:06:51.529416,device_058_000003,device_058,hard,0.1,0.16157293319702148,0.06157293319702148,jetson1
2025-11-30T10:06:54.873861,device_113_000074,device_113,hard,0.05170230822670398,0.06978321075439453,0.018080902527690554,jetson1
2025-11-30T10:06:55.526370,device_069_000082,device_069,hard,0.10865232504314051,0.11464118957519531,0.0059888645320547995,jetson1
2025-11-30T10:06:56.783314,device_078_000075,device_078,normal,0.10497398642977829,0.11751866340637207,0.012544676976593783,jetson1
2025-11-30T10:06:59.771523,device_044_000088,device_044,hard,0.052904007880736015,0.05770754814147949,0.004803540260743477,hailo2
2025-11-30T10:07:04.354026,device_113_000091,device_113,hard,0.06708969350423091,0.06943321228027344,0.0023435187760425247,hailo2
2025-11-30T10:07:05.425626,device_044_000099,device_044,hard,0.0663741866700848,0.06908011436462402,0.0027059276945392285,hailo2
2025-11-30T10:07:06.733436,device_102_000115,device_102,hard,0.0687140213346274,0.07585620880126953,0.007142187466642136,jetson2
2025-11-30T10:07:07.767125,device_035_000105,device_035,hard,0.05405322730028163,0.09571433067321777,0.041661103372936145,jetson1
2025-11-30T10:07:10.088330,device_088_000089,device_088,hard,0.05933565386017608,0.09237217903137207,0.03303652517119599,hailo2
2025-11-30T10:07:11.071634,device_078_000105,device_078,hard,0.060267577904723826,0.07526040077209473,0.0149928228673709,hailo2
2025-11-30T10:07:11.806572,device_101_000110,device_101,hard,0.051758792105492585,0.07785606384277344,0.026097271737280853,hailo2
2025-11-30T10:07:12.413828,device_102_000128,device_102,hard,0.058001744796998794,0.07702040672302246,0.019018661926023667,hailo1
2025-11-30T10:07:13.403220,device_038_000116,device_038,hard,0.06354270274291034,0.07085251808166504,0.007309815338754702,hailo2
2025-11-30T10:07:14.627031,device_044_000119,device_044,hard,0.07568695930897491,0.0814828872680664,0.005795927959091493,jetson2
2025-11-30T10:07:17.304933,device_035_000129,device_035,hard,0.07444320314924233,0.0770261287689209,0.002582925619678572,hailo2
2025-11-30T10:07:18.657965,device_035_000131,device_035,hard,0.05764599489394978,0.07289719581604004,0.015251200922090258,coral2
2025-11-30T10:07:21.318740,device_044_000132,device_044,hard,0.05854093885495962,0.07105469703674316,0.012513758181783546,hailo2
2025-11-30T10:07:22.339463,device_111_000134,device_111,hard,0.07208216348922848,0.09546017646789551,0.023378012978667026,jetson1
2025-11-30T10:07:22.450810,device_101_000122,device_101,hard,0.05152169107680981,0.0548555850982666,0.0033338940214567916,hailo1
2025-11-30T10:07:23.487399,device_119_000136,device_119,hard,0.12425734716788249,0.13718008995056152,0.012922742782679034,jetson1
2025-11-30T10:07:23.787433,device_069_000130,device_069,hard,0.07219157248320712,0.12541747093200684,0.05322589844879971,jetson1
2025-11-30T10:07:25.297149,device_078_000129,device_078,hard,0.05394385666388107,0.05785989761352539,0.003916040949644324,jetson2
2025-11-30T10:07:25.905923,device_071_000166,device_071,hard,0.06097172980827137,0.06578373908996582,0.0048120092816944515,hailo2
2025-11-30T10:07:28.432935,device_078_000139,device_078,hard,0.05092075501348138,0.052686214447021484,0.0017654594335401036,hailo2
2025-11-30T10:07:29.104729,device_044_000140,device_044,hard,0.06541810597771949,0.11211562156677246,0.04669751558905297,jetson2
2025-11-30T10:07:30.054415,device_102_000166,device_102,hard,0.052356994546603176,0.06583213806152344,0.013475143514920261,jetson2
2025-11-30T10:07:30.184441,device_069_000147,device_069,hard,0.054032582915674976,0.0606229305267334,0.0065903476110584225,coral2
2025-11-30T10:07:35.124262,device_087_000170,device_087,hard,0.07661445589216295,0.07901644706726074,0.0024019911750977896,jetson2
2025-11-30T10:07:36.121147,device_012_000164,device_012,hard,0.06121053559380643,0.07961153984069824,0.01840100424689181,coral1
2025-11-30T10:07:38.475279,device_037_000020,device_037,normal,0.10125640657713747,0.10137748718261719,0.00012108060547971755,jetson1
2025-11-30T10:07:49.096044,device_113_000164,device_113,hard,0.05076108947588366,0.05289435386657715,0.0021332643906934873,hailo2
2025-11-30T10:07:51.048232,device_019_000189,device_019,hard,0.055263518107719616,0.06387186050415039,0.008608342396430775,hailo2
2025-11-30T10:07:52.127829,device_111_000191,device_111,hard,0.06449812472814864,0.08460021018981934,0.020102085461670693,hailo2
2025-11-30T10:07:53.675375,device_019_000197,device_019,normal,0.10365581600739027,0.1099996566772461,0.006343840669855827,jetson1
2025-11-30T10:07:55.377162,device_087_000204,device_087,hard,0.05164755837797868,0.07343339920043945,0.021785840822460774,hailo2
2025-11-30T10:08:05.878452,device_038_000218,device_038,hard,0.05103141396987955,0.051381826400756836,0.0003504124308772866,coral2
2025-11-30T10:08:07.518167,device_071_000245,device_071,hard,0.06358058206934987,0.1334078311920166,0.06982724912266673,jetson1
2025-11-30T10:08:08.328332,device_057_000206,device_057,hard,0.07463754420537053,0.0810403823852539,0.00640283817988338,hailo2
